doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2021.10.28.465974,biorxiv,1,neuroscience,NP,2021-10-28,University of North Carolina at Chapel Hill,57,2206,15,
10.1101/2020.02.28.969873,biorxiv,1,biochemistry,year2,2020-02-28,Fox Chase Cancer Center,129,1817,7,1.0
10.1101/2020.12.21.423644,biorxiv,1,microbiology,year2,2020-12-21,University of Dundee,123,1581,4,1.0
10.1101/765776,biorxiv,1,ecology,NP,2019-09-11,CNRS,71,1066,7,
10.1101/2022.11.01.514765,biorxiv,1,neuroscience,year1,2022-11-01,University of Minnesota,124,1830,5,5.0
10.1101/710277,biorxiv,1,neuroscience,year1,2019-07-22,University of Cape Town,62,2807,4,4.0
10.1101/2020.04.24.20073296,medrxiv,1,emergency medicine,year1,2020-04-30,"Health Advocacy and Medical Exploration Society, Bard College at Simon\'s Rock",139,2518,3,5.0
10.1101/270348,biorxiv,1,bioengineering,year1,2018-02-23,Linnaeus University,71,1694,12,2.0
10.1101/2022.05.25.22275576,medrxiv,1,orthopedics,NP,2022-05-26,"Shanghai Tenth People\'s Hospital, Tongji University School of Medicine, Shanghai, China",116,2520,7,
10.1101/2021.10.18.464814,biorxiv,1,microbiology,year1,2021-10-18,Wageningen University and Research,60,1557,9,1.0
10.1101/2021.06.25.21259388,medrxiv,1,neurology,year1,2021-06-27,Tehran University of Medical Sciences,163,1375,6,2.0
10.1101/2020.06.23.167965,biorxiv,1,neuroscience,year1,2020-06-24,University of Oregon,94,2212,3,1.0
10.1101/340216,biorxiv,1,bioinformatics,year1,2018-06-06,The University of Auckland,104,1401,4,5.0
10.1101/2022.04.18.22273981,medrxiv,1,hematology,NP,2022-04-19,Henan University of Science and Technology,157,1431,4,
10.1101/2021.10.27.466088,biorxiv,1,neuroscience,NP,2021-10-28,Baycrest Health Sciences,127,1154,3,
10.1101/2020.07.31.20166298,medrxiv,1,epidemiology,year1,2020-08-04,Los Alamos National Laboratory,134,2276,4,59.0
10.1101/2022.03.21.485082,biorxiv,1,evolutionary biology,NP,2022-03-21,Brown University Division of Biology and Medicine,67,1187,4,
10.1101/2022.10.22.513363,biorxiv,1,biophysics,year1,2022-10-23,"Panjab University, Chandigarh",92,993,5,0.0
10.1101/2022.08.01.502390,biorxiv,1,microbiology,year1,2022-08-02,NIAID,87,955,21,14.0
10.1101/2022.02.07.22270458,medrxiv,1,health policy,year1,2022-02-08,"Institute for Social Marketing and Health, University of Stirling",137,1909,12,8.0
10.1101/2021.12.02.470763,biorxiv,1,neuroscience,year1,2021-12-03,Max Planck Institute for Human Cognitive and Brain Sciences,89,1994,4,1.0
10.1101/2022.03.29.22273151,medrxiv,1,public and global health,NP,2022-03-30,Oda Bultum University,128,2232,2,
10.1101/2021.05.19.444448,biorxiv,1,molecular biology,NP,2021-05-19,"Max Delbrueck Center for Molecular Medicine in the Helmholtz Society, Berlin, Germany",126,1105,18,
10.1101/2019.12.11.19014290,medrxiv,1,ophthalmology,year1,2019-12-14,University of Gondar,105,2175,5,1.0
10.1101/2020.02.04.20020560,medrxiv,1,cardiovascular medicine,NP,2020-02-06,Gujranwala Institute of Nuclear Medicine & Radiotherapy,86,1222,1,
10.1101/274514,biorxiv,1,neuroscience,year1,2018-03-02,"Department of Food Science, Institute of Agriculture, University of Tennessee",93,1380,5,0.0
10.1101/2020.05.29.123547,biorxiv,1,cancer biology,year2+,2020-06-02,University of Nebraska Medical Center,78,1731,4,3.0
10.1101/447979,biorxiv,1,molecular biology,year1,2018-10-19,AIDS Research Institute IrsiCaixa,142,979,6,0.0
10.1101/570382,biorxiv,1,neuroscience,year2,2019-03-07,"Center for Neural Science and Tandon School of Engineering, New York University, NY, USA",60,1064,6,8.0
10.1101/2021.10.26.465845,biorxiv,1,physiology,NP,2021-10-27,University of Eastern Finland,117,1736,3,
10.1101/232868,biorxiv,3,scientific communication and education,year1,2018-01-19,Laval University,125,1933,4,47.0
10.1101/2020.10.28.358721,biorxiv,1,physiology,year1,2020-10-29,Ehime Prefectural Central Hospital,99,1604,4,0.0
10.1101/2022.02.18.22271189,medrxiv,1,infectious diseases,year1,2022-02-24,"Division of Microbiology, Department of Pathology and Laboratory Medicine, Nova Scotia Health, Halifax, Nova Scotia, Canada",122,1708,8,0.0
10.1101/323774,biorxiv,1,neuroscience,year1,2018-05-16,University of Birmingham,81,918,4,6.0
10.1101/2022.10.21.512997,biorxiv,1,neuroscience,year1,2022-10-21,University of Fribourg,86,975,6,0.0
10.1101/2021.04.23.441173,biorxiv,1,molecular biology,year1,2021-04-23,Erasmus University Medical Center,97,1012,8,4.0
10.1101/2021.09.22.461391,biorxiv,1,biophysics,NP,2021-09-23,"Institute of Protein Research of the Russian Academy of Sciences, 4 Institutskaya Str., 142290 Pushchino, Moscow Region, Russia",75,934,5,
10.1101/2020.04.27.20081810,medrxiv,1,infectious diseases,year1,2020-05-03,"Charite Universitaetsmedizin, Berlin, Department of Biochemistry, 10117 Berlin, and The Francis Crick Institute, Molecular Biology of Metabolism Laboratory, Lon",86,1574,32,133.0
10.1101/2022.01.05.475036,biorxiv,1,biochemistry,NP,2022-01-05,Newcastle University,56,986,2,
10.1101/2021.03.01.433476,biorxiv,1,bioengineering,NP,2021-03-02,Carnegie Mellon University,120,1275,8,
10.1101/827964,biorxiv,1,bioengineering,year1,2019-11-01,University of Kentucky,103,1934,3,2.0
10.1101/2022.01.04.474987,biorxiv,1,ecology,year1,2022-01-05,"Animal Ecology, Department of Ecology and Genetics, Evolutionary Biology Centrum, Uppsala University, Sweden; Department of Anthropology, University of Californ",71,1439,15,1.0
10.1101/311613,biorxiv,1,biophysics,NP,2018-04-30,SUNY Upstate Medical University,92,2041,1,
10.1101/611160,biorxiv,1,bioinformatics,year1,2019-04-26,Freie Universitaet Berlin,56,754,4,4.0
10.1101/607614,biorxiv,1,ecology,year1,2019-04-12,Andalusia Research and Training Institute for Fisheries and Agriculture,123,1817,4,0.0
10.1101/2021.01.29.428775,biorxiv,1,animal behavior and cognition,year1,2021-01-31,University of Zurich,94,2097,3,1.0
10.1101/2020.07.24.212712,biorxiv,1,genomics,year2,2020-07-25,National Institute of Standards and Technology,66,1191,37,32.0
10.1101/2021.04.08.439072,biorxiv,1,biophysics,year1,2021-04-09,University of San Diego,87,1213,10,1.0
10.1101/2020.11.06.371393,biorxiv,1,biophysics,year1,2020-11-07,"Univ. Bordeaux, CNRS, INSERM, ARNA, UMR 5320, U1212, IECB, F-33000 Bordeaux, France",134,1193,3,8.0
10.1101/656819,biorxiv,1,neuroscience,year1,2019-05-31,Northwestern University,103,2134,2,2.0
10.1101/2020.12.02.407536,biorxiv,1,biophysics,year1,2020-12-02,SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING,173,1738,5,0.0
10.1101/2020.04.30.070318,biorxiv,1,neuroscience,NP,2020-05-02,"University of Birmingham, UK",66,2719,5,
10.1101/2022.12.20.22283727,medrxiv,1,nutrition,year1,2022-12-20,University of Liverpool,132,1902,5,2.0
10.1101/2022.06.24.22276709,medrxiv,1,infectious diseases,year1,2022-06-26,New York State Department of Health,132,2225,8,3.0
10.1101/464735,biorxiv,1,neuroscience,NP,2018-11-07,Cold Spring Harbor Laboratory,77,1111,4,
10.1101/2021.06.08.21258597,medrxiv,1,medical education,year1,2021-06-11,Australian National University,84,2032,5,5.0
10.1101/2022.09.06.506715,biorxiv,1,physiology,NP,2022-09-08,Lausanne University Hospital,101,1867,13,
10.1101/2021.10.07.21264710,medrxiv,1,nephrology,year1,2021-10-11,"McMaster University, Population Health Research Institute",103,1551,8,1.0
10.1101/314914,biorxiv,1,bioinformatics,NP,2018-05-04,"Department of Pharmacy, Banasthali University, Banasthali, Rajasthan, India",181,1725,5,
10.1101/2020.06.06.20124495,medrxiv,1,public and global health,NP,2020-06-08,IIIT-Delhi,60,2391,10,
10.1101/2022.08.04.502856,biorxiv,1,cell biology,NP,2022-08-05,University of Pittsburgh School of Medicine,91,1354,3,
10.1101/2020.10.27.357004,biorxiv,1,microbiology,year1,2020-10-27,The Pennsylvania State University,113,1640,6,5.0
10.1101/2022.10.06.511089,biorxiv,1,bioinformatics,year1,2022-10-07,Skolkovo Institute of Science and Technology,82,1675,5,2.0
10.1101/2021.06.28.450155,biorxiv,1,neuroscience,year1,2021-06-29,Humboldt University of Berlin,94,1224,3,0.0
10.1101/2022.09.18.508416,biorxiv,1,evolutionary biology,year1,2022-09-19,"University of Hong Kong, City University of Hong Kong",92,1727,5,1.0
10.1101/19001024,medrxiv,2,cardiovascular medicine,NP,2019-07-15,Berlin Institute of Health (BIH) & German Center for Cardiovascular Research (DZHK) & Charité Universitätsmedizin & Max-Delbrück Center for Molecular Medicine i,197,3216,20,
10.1101/2021.10.08.463749,biorxiv,1,bioengineering,NP,2021-10-09,University of Oklahoma,132,1349,6,
10.1101/2021.10.27.466191,biorxiv,1,neuroscience,NP,2021-10-28,Oklahoma State University,84,1645,2,
10.1101/2021.09.15.460571,biorxiv,1,synthetic biology,NP,2021-09-16,Stanford University School of Medicine,106,1404,7,
10.1101/628701,biorxiv,1,immunology,year2,2019-05-05,University of Rochester Medical Center,100,1421,12,2.0
10.1101/2020.03.26.20042192,medrxiv,1,oncology,year2,2020-03-30,Inria and Institut de Mathematiques de Bordeaux,98,1997,5,3.0
10.1101/2022.09.23.509015,biorxiv,1,plant biology,year1,2022-09-26,"Department of Molecular Biology and Genetics, Aarhus University",72,1368,42,22.0
10.1101/2020.08.29.273334,biorxiv,1,biophysics,NP,2020-08-31,Yale University,80,1180,10,
10.1101/2021.08.21.457170,biorxiv,1,microbiology,NP,2021-08-21,Stanford University,116,1872,17,
10.1101/2020.09.08.287052,biorxiv,1,genetics,year1,2020-09-09,University of Edinburgh,128,2133,9,3.0
10.1101/2020.11.04.363069,biorxiv,1,genomics,year1,2020-11-04,EPFL,131,996,43,4.0
10.1101/2021.04.18.440336,biorxiv,1,neuroscience,NP,2021-04-20,Oregon Health and Science University,55,1300,2,
10.1101/2020.04.01.020750,biorxiv,1,genetics,year1,2020-04-03,"Environmental Epigenetics and Genetics Group, Department of Horticulture, College of Agriculture, Food and Environment, University of Kentucky, Lexington, KY 40",152,1230,6,1.0
10.1101/2020.03.30.017137,biorxiv,1,bioinformatics,year1,2020-04-01,"College of Chemistry and Chemical Engineering, Central South University",97,940,3,7.0
10.1101/857102,biorxiv,1,biophysics,year1,2019-11-27,"Institute of Protein Research, Russian Academy of Sciences",116,942,2,0.0
10.1101/2020.09.30.321000,biorxiv,1,neuroscience,year2,2020-09-30,Harvard University,33,1453,3,3.0
10.1101/2022.07.12.499791,biorxiv,1,molecular biology,year2,2022-07-13,UT Southwestern Medical Center,110,1405,6,4.0
10.1101/812628,biorxiv,1,cancer biology,NP,2019-10-22,Novartis Institutes for BioMedical Research,134,1575,51,
10.1101/2022.01.09.475487,biorxiv,1,systems biology,year2,2022-01-11,INRAE,82,1132,4,2.0
10.1101/2022.09.19.22279829,medrxiv,1,infectious diseases,NP,2022-09-21,"University of California, San Francisco",92,1692,44,
10.1101/2020.11.17.20233106,medrxiv,1,psychiatry and clinical psychology,year1,2020-11-18,Harvard T. H. Chan School of Public Health,120,2189,11,2.0
10.1101/2021.04.09.439137,biorxiv,1,bioinformatics,year1,2021-04-09,University of Illinois at Urbana-Champaign,66,690,1,7.0
10.1101/2020.11.08.20227702,medrxiv,1,infectious diseases,year1,2020-11-12,Kyoto University,215,337,5,22.0
10.1101/2021.04.15.439974,biorxiv,1,neuroscience,year1,2021-04-16,Danish Research Centre for Magnetic Resonance,117,1942,6,2.0
10.1101/622951,biorxiv,1,genetics,year2,2019-04-29,North Carolina State University,134,1646,12,14.0
10.1101/2022.07.18.500407,biorxiv,1,microbiology,year1,2022-07-18,"German Primate Center, Leibniz Institute for Primate Research",100,1760,4,0.0
10.1101/2021.10.23.465570,biorxiv,1,immunology,year2,2021-10-24,EHS aintemouchent,173,1877,2,0.0
10.1101/438713,biorxiv,1,biophysics,year2,2018-10-20,"Laboratoire de BioImagerie et Pathologies, UMR CNRS 7021, Universit& de Strasbourg, Illkirch, France",93,1132,6,1.0
10.1101/2020.02.13.948679,biorxiv,1,ecology,year1,2020-02-14,University of California- Los Angeles,156,1384,4,4.0
10.1101/2020.11.22.393041,biorxiv,1,bioengineering,year1,2020-11-22,Heinrich Heine Universitaet Duesseldorf,110,1259,4,8.0
10.1101/528299,biorxiv,1,cancer biology,year2,2019-01-23,Ghent University,108,1714,12,1.0
10.1101/2021.07.15.21260586,medrxiv,1,pediatrics,year2,2021-07-19,McMaster University,161,2757,5,0.0
10.1101/455287,biorxiv,1,biochemistry,year1,2018-10-29,University of Groningen,76,1207,6,13.0
10.1101/2020.03.20.000539,biorxiv,1,plant biology,year2,2020-03-22,University of Florida,88,1132,5,0.0
10.1101/2020.03.29.20046904,medrxiv,1,infectious diseases,year1,2020-04-01,BlueDot,103,1987,6,13.0
10.1101/634915,biorxiv,1,cell biology,NP,2019-05-10,Institut National de le Recherche Scientifique,62,1038,6,
10.1101/2021.09.30.462591,biorxiv,1,biochemistry,year1,2021-09-30,"University of Maryland, College Park",119,738,2,5.0
10.1101/265942,biorxiv,1,epidemiology,year2,2018-02-15,The University of Texas at Austin,75,1224,5,2.0
10.1101/597617,biorxiv,1,microbiology,NP,2019-04-08,Icahn School of Medicine at Mount Sinai,99,1258,22,
10.1101/2022.09.25.509424,biorxiv,1,cell biology,NP,2022-09-26,Duke University,88,950,7,
10.1101/655225,biorxiv,1,evolutionary biology,year2+,2019-05-31,Institute of Evolutionary Biology (CSIC-UPF),111,1674,3,10.0
10.1101/2022.06.06.22276029,medrxiv,1,rehabilitation medicine and physical therapy,NP,2022-06-06,Aberystwyth University,168,2384,2,
10.1101/455253,biorxiv,1,developmental biology,year1,2018-10-28,McGill University,99,2242,2,3.0
10.1101/2021.11.30.21267056,medrxiv,1,epidemiology,NP,2021-12-02,London School of Hygiene & Tropical Medicine,117,2025,4,
10.1101/2022.01.25.477430,biorxiv,1,cell biology,year1,2022-01-28,"Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA USA;  Howard Hughes Medical Institute, Chevy Chase, MD USA",118,752,2,3.0
10.1101/2020.04.20.051805,biorxiv,1,immunology,year1,2020-04-22,"Centre for Craniofacial and Regenerative Biology, King's College London, London, UK",48,1094,25,13.0
10.1101/2021.12.30.21268571,medrxiv,1,epidemiology,NP,2022-01-03,Institut Montpellierain Alexander Grothendieck,62,1277,3,
10.1101/2021.03.09.434622,biorxiv,1,bioengineering,year1,2021-03-10,EPFL,90,1070,7,7.0
10.1101/2020.04.14.040659,biorxiv,1,ecology,year1,2020-04-14,University of Freiburg,114,1155,4,2.0
10.1101/2020.07.10.198226,biorxiv,1,microbiology,year1,2020-07-11,Yale University,89,2319,7,2.0
10.1101/2022.01.18.476723,biorxiv,1,developmental biology,year1,2022-01-20,KU Leuven,85,1501,8,5.0
10.1101/2021.07.23.453544,biorxiv,1,molecular biology,NP,2021-07-23,Centro de Investigacion y de Estudios Avanzados del IPN: Centro de Investigacion y de Estudios Avanzados del Instituto Politecnico Nacional,84,253,3,
10.1101/2020.07.07.20147926,medrxiv,1,epidemiology,year2,2020-07-07,Xi\'an Jiaotong University,94,1986,11,12.0
10.1101/2020.12.22.20248259,medrxiv,1,public and global health,year1,2020-12-26,"Bradford Institute for Health Research, Bradford Teaching Hospitals NHS Foundation Trust",140,1735,9,38.0
10.1101/592378,biorxiv,1,biochemistry,year1,2019-03-28,Villanova University,104,1288,9,5.0
10.1101/2021.10.11.21264835,medrxiv,1,respiratory medicine,year1,2021-10-14,University of Birmingham,96,2286,12,1.0
10.1101/2022.09.26.509582,biorxiv,1,genetics,year1,2022-09-27,"Department of Ecology and Evolution, Stony Brook University",117,1597,21,1.0
10.1101/2021.09.15.460418,biorxiv,1,physiology,NP,2021-09-17,Korea Advanced Institute of Science and Technology,110,1269,8,
10.1101/2020.03.24.005678,biorxiv,1,cell biology,NP,2020-03-25,university of Amsterdam,122,1707,2,
10.1101/2021.02.19.431935,biorxiv,1,bioinformatics,year1,2021-02-19,Zuse Institute berlin,88,1328,2,0.0
10.1101/2021.10.12.21264913,medrxiv,1,psychiatry and clinical psychology,year1,2021-10-16,"Department of Mental Health, Irrua Specialist Teaching Hospital, Irrua, Edo State , Nigeria",119,1837,16,1.0
10.1101/132829,biorxiv,2,neuroscience,year2,2018-01-15,Northwestern University,78,1429,3,2.0
10.1101/2021.09.20.461052,biorxiv,1,zoology,year2,2021-09-20,Università degli Studi di Milano: Universita degli Studi di Milano,120,2020,10,1.0
10.1101/773572,biorxiv,1,biophysics,year1,2019-09-18,Vanderbilt University,97,1209,4,4.0
10.1101/2021.04.02.438126,biorxiv,1,bioengineering,NP,2021-04-04,University of Waterloo,101,1151,4,
10.1101/2021.03.03.433736,biorxiv,1,neuroscience,NP,2021-03-03,Technische Universitaet Braunschweig,154,1601,7,
10.1101/2021.07.05.21259933,medrxiv,1,epidemiology,NP,2021-07-07,Noakhali Science and Technology University,116,1632,16,
10.1101/2020.05.04.20091231,medrxiv,1,infectious diseases,NP,2020-05-08,Howard Hughes Medical Institute; Broad Institute of MIT and Harvard; McGovern Institute for Brain Research at MIT; Departments of Biological Engineering and Bra,61,1519,15,
10.1101/2022.08.05.502922,biorxiv,1,evolutionary biology,NP,2022-08-05,University of Copenhagen,72,1381,7,
10.1101/2020.04.09.032896,biorxiv,1,genomics,year1,2020-04-10,Clemson University,135,1672,4,12.0
10.1101/2020.11.17.387761,biorxiv,1,genetics,NP,2020-11-18,"Department of Genetics, Perelman School of Medicine, University of Pennsylvania",90,1256,1,
10.1101/2021.01.26.428346,biorxiv,1,evolutionary biology,NP,2021-01-27,New Mexico Consortium,95,1193,2,
10.1101/2020.09.01.277822,biorxiv,1,neuroscience,year1,2020-09-01,Max Planck Institute for Human Cognitive and Brain Sciences; Berlin School of Mind and Brain,78,1787,7,0.0
10.1101/629907,biorxiv,1,systems biology,NP,2019-05-07,"Integrated Mathematical Oncology, H. Lee Moffitt Cancer Center & Research Institute",58,1030,5,
10.1101/2020.11.23.394809,biorxiv,1,immunology,NP,2020-11-23,"Strasbourg University, CNRS, Sino-French Hoffmann Institute",185,1079,9,
10.1101/2020.12.07.401133,biorxiv,1,evolutionary biology,year2,2020-12-07,"Evolutionary Ecology Group, Department of Zoology, University of Cambridge",100,2055,4,3.0
10.1101/645077,biorxiv,1,genetics,NP,2019-05-24,"Social, Genetic and Developmental Psychiatry Centre, Institute of Psychiatry, Psychology & Neuroscience, King's College London, London, UK; NIHR Biomedical Rese",122,1712,42,
10.1101/2020.09.05.20188904,medrxiv,1,ophthalmology,year2,2020-09-08,Federal University of Sao Paulo,113,1684,8,0.0
10.1101/2020.05.20.107631,biorxiv,1,bioengineering,NP,2020-05-23,UTHealth at Houston,49,210,1,
10.1101/2020.09.10.20191882,medrxiv,1,infectious diseases,year1,2020-09-11,"Department of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, University of Zurich, Zurich, Switzerland",113,1926,14,23.0
10.1101/645234,biorxiv,1,neuroscience,year1,2019-05-22,University of Oxford,112,1134,9,15.0
10.1101/2021.10.07.463561,biorxiv,1,developmental biology,year1,2021-10-08,"Institute of Vegetables and Flowers, Chinese Academy of Agricultural Sciences",116,1170,9,6.0
10.1101/2022.03.13.484154,biorxiv,1,biophysics,NP,2022-03-14,Washington University in St. Louis,87,944,11,
