doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2020.10.27.357830,biorxiv,1,bioengineering,year1,2020-10-27,Universite Laval,122,1295,6,5.0
10.1101/2020.10.27.357848,biorxiv,1,developmental biology,NP,2020-10-27,The University of Chicago,91,1855,14,
10.1101/2020.10.27.358374,biorxiv,1,molecular biology,year2,2020-10-28,"University of Minnesota, The Hormel Institute",100,2384,8,13.0
10.1101/2020.10.28.358069,biorxiv,1,neuroscience,year2,2020-10-28,University of Michigan,68,1375,6,0.0
10.1101/2020.10.28.359224,biorxiv,1,neuroscience,NP,2020-10-29,"Department of Human Genetics, Donders Institute for Brain, Cognition and Behavior, Radboud University Medical Center, Nijmegen, The Netherlands | Department of ",137,1820,16,
10.1101/2020.10.28.359356,biorxiv,1,microbiology,year2,2020-10-28,"IRIM, CNRS, Montpellier University",116,1413,16,3.0
10.1101/2020.10.28.359885,biorxiv,1,synthetic biology,NP,2020-10-29,Alphabet (Google) X,77,1069,7,
10.1101/2020.10.29.359851,biorxiv,1,cell biology,year1,2020-10-29,Columbia University,132,1602,18,8.0
10.1101/2020.10.30.358861,biorxiv,1,neuroscience,year1,2020-10-30,Kyushu University,88,1125,4,1.0
10.1101/2020.10.30.361584,biorxiv,1,biophysics,NP,2020-10-30,"University of California, Irvine",106,1361,5,
10.1101/2020.10.30.361659,biorxiv,1,plant biology,year1,2020-10-30,University of Cologne,123,1611,5,1.0
10.1101/2020.10.31.361733,biorxiv,1,molecular biology,NP,2020-11-01,"Medical Institute of Bioregulation, Kyushu University",83,2190,4,
10.1101/2020.11.01.363895,biorxiv,1,plant biology,year1,2020-11-02,"Martin Luther University (Halle, Germany)",136,1612,7,5.0
10.1101/2020.11.01.363986,biorxiv,1,cancer biology,year2,2020-11-01,TUM,80,1800,18,2.0
10.1101/2020.11.01.364166,biorxiv,1,molecular biology,NP,2020-11-01,"Biology Department, Brandeis University, Waltham, MA, 02454, USA",62,1608,5,
10.1101/2020.11.01.364190,biorxiv,1,biophysics,NP,2020-11-01,Hokkaido University,58,1307,3,
10.1101/2020.11.02.20221481,medrxiv,1,genetic and genomic medicine,year1,2020-11-04,Erasmus MC,78,1740,22,5.0
10.1101/2020.11.02.364265,biorxiv,1,genomics,year1,2020-11-02,Stanford University,130,595,3,15.0
10.1101/2020.11.02.364430,biorxiv,1,genomics,year2,2020-11-02,"Shanghai Institute for Advanced Immunochemical Studies, ShanghaiTech University; School of Life Science and Technology, ShanghaiTech University",75,1273,7,1.0
10.1101/2020.11.02.365023,biorxiv,1,developmental biology,year1,2020-11-03,University of Pennsylvania,106,1052,5,2.0
10.1101/2020.11.03.20223602,medrxiv,1,infectious diseases,year1,2020-11-04,"Singapore-MIT Alliance for Research and Technology, Critical Analytics for Manufacturing of Personalized Medicine Interdisciplinary Research Group, Singapore 13",104,1006,6,21.0
10.1101/2020.11.03.366443,biorxiv,1,plant biology,year1,2020-11-04,University of Cologne,191,1541,5,3.0
10.1101/2020.11.05.369132,biorxiv,1,cell biology,NP,2020-11-05,"Department of Genetics, The Institute of Life Sciences, The Hebrew University of Jerusalem, Jerusalem 91904, Israe",116,1592,6,
10.1101/2020.11.05.369512,biorxiv,1,bioinformatics,year1,2020-11-05,"Chair of Bioinformatics, University of Freiburg, Freiburg, Germany and  Signalling Research Centres BIOSS and CIBSS, University of Freiburg, Germany",79,1724,6,10.0
10.1101/2020.11.05.369942,biorxiv,1,ecology,NP,2020-11-06,Cornell University,63,1779,6,
10.1101/2020.11.05.370684,biorxiv,1,plant biology,year1,2020-11-06,"College of Horticulture, China Agricultural University",71,1274,8,2.0
10.1101/2020.11.05.370742,biorxiv,1,microbiology,NP,2020-11-06,"Non-coding RNA and Drug Discovery Key Laboratory of Sichuan Province, Chengdu Medical College",97,1261,7,
10.1101/2020.11.06.372458,biorxiv,1,microbiology,year1,2020-11-10,Technical University of Denmark,149,2384,8,2.0
10.1101/2020.11.07.20227082,medrxiv,1,infectious diseases,year1,2020-11-10,Jamia Millia Islamia,91,1661,12,14.0
10.1101/2020.11.07.372151,biorxiv,1,genetics,year1,2020-11-08,University Of Utah,100,1751,5,0.0
10.1101/2020.11.07.372748,biorxiv,1,genetics,year1,2020-11-08,Medical College of Georgia at Augusta University,106,1754,17,22.0
10.1101/2020.11.08.372607,biorxiv,1,molecular biology,year1,2020-11-08,"Shanghai Institute for Advanced Immunochemical Studies, ShanghaiTech University, Shanghai, 201210, P. R. China",83,1126,11,4.0
10.1101/2020.11.09.371237,biorxiv,1,bioengineering,year2,2020-11-09,University of Zurich,112,980,6,1.0
10.1101/2020.11.09.374827,biorxiv,1,plant biology,year1,2020-11-10,National Cheng Kung University,109,1594,4,13.0
10.1101/2020.11.09.375097,biorxiv,1,immunology,year1,2020-11-09,Hospital for Sick Children,129,1808,6,3.0
10.1101/2020.11.10.374967,biorxiv,1,microbiology,year1,2020-11-10,CNRS,110,1862,5,15.0
10.1101/2020.11.10.375493,biorxiv,1,biophysics,NP,2020-11-10,Stanford University School of Medicine,175,2541,17,
10.1101/2020.11.10.376160,biorxiv,1,bioengineering,NP,2020-11-10,"School of Electronic and Electrical Engineering, University of Leeds, Leeds, UK, LS2 9JT",75,1373,8,
10.1101/2020.11.12.380626,biorxiv,1,molecular biology,year1,2020-11-12,"Department of Microbiology, UT Southwestern Medical Center, Dallas, TX 75235, USA",63,990,8,7.0
10.1101/2020.11.13.381046,biorxiv,1,plant biology,year1,2020-11-14,VIB-UGent Center for Plant Systems Biology,98,479,4,5.0
10.1101/2020.11.13.382283,biorxiv,1,bioinformatics,year1,2020-11-15,Integrated DNA Technologies,131,1397,12,4.0
10.1101/2020.11.13.382549,biorxiv,1,microbiology,NP,2020-11-14,University of Wisconsin-Madison,109,2865,9,
10.1101/2020.11.15.375386,biorxiv,1,genomics,NP,2020-11-17,University of Massachusetts Medical School,105,1109,1,
10.1101/2020.11.15.379990,biorxiv,1,cancer biology,NP,2020-11-16,University of Oxford,122,1400,16,
10.1101/2020.11.15.384107,biorxiv,1,synthetic biology,NP,2020-11-16,"INSERM U1284 and CRI, Universite de Paris",103,1192,3,
10.1101/2020.11.16.384180,biorxiv,1,microbiology,NP,2020-11-17,University of Pisa,99,862,13,
10.1101/2020.11.17.380147,biorxiv,1,genetics,year1,2020-11-17,Castilla-La Mancha University Medical School,122,1606,7,1.0
10.1101/2020.11.17.386367,biorxiv,1,microbiology,year1,2020-11-17,University of Pittsburgh School of Medicine,90,2330,11,1.0
10.1101/2020.11.17.386631,biorxiv,1,neuroscience,NP,2020-11-19,Johns Hopkins University,134,1774,13,
10.1101/2020.11.17.387852,biorxiv,1,plant biology,year1,2020-11-19,"Graduate School of Life Sciences, Tohoku university",124,1684,7,4.0
10.1101/2020.11.18.388306,biorxiv,1,cell biology,NP,2020-11-18,"The Francis Crick Institute, London, UK",86,1307,10,
10.1101/2020.11.18.388553,biorxiv,1,immunology,year1,2020-11-20,CBER/FDA,125,1626,26,13.0
10.1101/2020.11.18.388876,biorxiv,1,genomics,year2,2020-11-20,Oregon Health & Science University,78,1403,9,0.0
10.1101/2020.11.18.389312,biorxiv,1,microbiology,year1,2020-11-19,"Sir Peter MacCallum Department of Oncology, The University of Melbourne",125,1328,11,11.0
10.1101/2020.11.19.389064,biorxiv,1,genetics,NP,2020-11-20,Stanford University,116,1178,17,
10.1101/2020.11.19.389643,biorxiv,1,genomics,NP,2020-11-20,Huazhong Agricultural University,110,1397,4,
10.1101/2020.11.19.389940,biorxiv,1,developmental biology,NP,2020-11-20,Sichuan University,119,1302,18,
10.1101/2020.11.19.390609,biorxiv,1,genomics,NP,2020-11-20,Iowa State University,92,2104,3,
10.1101/2020.11.20.390971,biorxiv,1,genomics,year1,2020-11-20,New York Genome Center and NYU,81,1616,13,3.0
10.1101/2020.11.20.391961,biorxiv,1,genomics,year1,2020-11-20,Stanford University,95,1254,15,13.0
10.1101/2020.11.20.391987,biorxiv,1,neuroscience,year1,2020-11-20,University of Alabama at Birmingham,88,1961,5,3.0
10.1101/2020.11.21.20236109,medrxiv,1,public and global health,year1,2020-11-23,University of Connecticut Health Center,104,1423,5,28.0
10.1101/2020.11.22.393173,biorxiv,1,developmental biology,NP,2020-11-22,University of Bern,100,1765,22,
10.1101/2020.11.22.393538,biorxiv,1,immunology,year1,2020-11-23,Michigan State University,98,1462,5,8.0
10.1101/2020.11.23.391771,biorxiv,1,developmental biology,NP,2020-11-23,New York University,115,1031,11,
10.1101/2020.11.23.393488,biorxiv,1,bioinformatics,year2,2020-11-24,"Oregon State University, Baidu Research USA",123,2553,7,7.0
10.1101/2020.11.23.394148,biorxiv,1,immunology,year1,2020-11-23,Ecole Polytechnique Federale de Lausanne,75,1388,6,11.0
10.1101/2020.11.23.394197,biorxiv,1,cancer biology,year1,2020-11-23,Sloan-Kettering Institute,74,1039,2,6.0
10.1101/2020.11.23.394817,biorxiv,1,molecular biology,year2,2020-11-23,Rutgers - Robert Wood Johnson Medical School,126,1353,3,1.0
10.1101/2020.11.24.395533,biorxiv,1,cell biology,NP,2020-11-24,"Department of Molecular Biochemistry, Cell Signalling, Ruhr-University Bochum, Bochum 44801, Germany; Institute of Psychiatric Phenomics and Genomics (IPPG), Or",84,1652,5,
10.1101/2020.11.25.397612,biorxiv,1,genomics,year1,2020-11-26,University College Dublin,115,2526,9,11.0
10.1101/2020.11.25.397711,biorxiv,1,developmental biology,NP,2020-11-25,Seoul National University,121,1203,12,
10.1101/2020.11.25.397935,biorxiv,1,cell biology,year1,2020-11-27,"Department of Life Science Frontiers, Center for iPS Cell Research and Application, Kyoto University, Kyoto, Japan",88,1410,7,8.0
10.1101/2020.11.25.398065,biorxiv,1,microbiology,year1,2020-11-25,Paris-Saclay University,142,1433,13,5.0
10.1101/2020.11.26.400234,biorxiv,1,cancer biology,NP,2020-11-26,Koc University School of Medicine,134,2469,12,
10.1101/2020.11.26.400325,biorxiv,1,microbiology,year1,2020-11-26,Swiss Tropical and Public Health Institute,155,1186,4,1.0
10.1101/2020.11.27.400994,biorxiv,1,developmental biology,year1,2020-11-27,"Institute of Anatomy, University of Zurich",92,1191,13,1.0
10.1101/2020.11.28.401877,biorxiv,1,genomics,year2,2020-11-28,Broad Institute of MIT and Harvard,99,1626,13,12.0
10.1101/2020.11.29.398867,biorxiv,1,cancer biology,NP,2020-11-29,Peter MacCallum Cancer Centre,121,2002,14,
10.1101/2020.11.29.402800,biorxiv,1,cancer biology,year1,2020-11-30,"Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada",76,932,23,14.0
10.1101/2020.11.29.402867,biorxiv,1,microbiology,year1,2020-11-29,University of South Florida,150,1374,8,4.0
10.1101/2020.11.30.402883,biorxiv,1,neuroscience,year1,2020-11-30,Johns Hopkins School of Medicine,71,1042,5,11.0
10.1101/2020.11.30.403865,biorxiv,1,neuroscience,NP,2020-12-01,Okinawa Institute of Science and Technology Graduate University,101,1721,10,
10.1101/2020.11.30.404897,biorxiv,1,immunology,year1,2020-12-02,"Department of Psychiatry and Behavioral Sciences, University of Washington",102,1704,7,4.0
10.1101/2020.11.30.405654,biorxiv,1,neuroscience,NP,2020-12-01,The University of Melbourne,101,1361,8,
10.1101/2020.12.01.405902,biorxiv,1,developmental biology,year1,2020-12-02,University of Cambridge,120,1146,6,3.0
10.1101/2020.12.01.406538,biorxiv,1,biochemistry,NP,2020-12-02,Ottawa Hospital Research Institute,70,1760,6,
10.1101/2020.12.01.406587,biorxiv,1,immunology,NP,2020-12-02,Northwestern University,78,1503,24,
10.1101/2020.12.01.406694,biorxiv,1,cancer biology,year1,2020-12-02,"Department of Chemistry, The Scripps Research Institute, La Jolla, CA, USA",62,1466,18,13.0
10.1101/2020.12.01.407569,biorxiv,1,molecular biology,NP,2020-12-02,"All India Institute of Medical Sciences, Bhopal",121,1697,3,
10.1101/2020.12.02.408310,biorxiv,1,bioinformatics,year1,2020-12-03,Hunan University,109,3034,9,9.0
10.1101/2020.12.03.20242875,medrxiv,1,cardiovascular medicine,year2,2020-12-04,"Division of Cardiovascular Medicine, Radcliffe Department of Medicine, University of Oxford.",130,1730,31,9.0
10.1101/2020.12.03.409417,biorxiv,1,cell biology,year1,2020-12-03,Oregon Health and Science University,115,1082,7,7.0
10.1101/2020.12.03.409425,biorxiv,1,plant biology,year1,2020-12-03,"Department of Plant Biotechnology, Faculty of Biochemistry, Biophysics and Biotechnology, Jagiellonian University, Gronostajowa 7, 30-387 Krakow, Poland",135,897,5,1.0
10.1101/2020.12.03.410043,biorxiv,1,immunology,NP,2020-12-04,University of Edinburgh,150,1119,6,
10.1101/2020.12.03.410936,biorxiv,1,synthetic biology,year1,2020-12-04,"Center for Translational Cancer Research, Institute of Biosciences and Technology, Texas A&M University, Houston, TX 77030, USA",62,907,4,1.0
10.1101/2020.12.04.411413,biorxiv,1,cancer biology,NP,2020-12-06,Experimental and Clinical Research Center (ECRC) of the MDC and Charite,92,1602,30,
10.1101/2020.12.04.411694,biorxiv,1,molecular biology,year2,2020-12-04,Max Planck Institute for Biophysical Chemistry,111,1673,6,1.0
10.1101/2020.12.06.413757,biorxiv,1,biochemistry,NP,2020-12-07,University of Pennsylvania,89,1082,4,
10.1101/2020.12.07.413708,biorxiv,1,microbiology,year1,2020-12-08,Universite du Quebec a Trois-Rivieres,92,1415,7,2.0
10.1101/2020.12.08.415182,biorxiv,1,biochemistry,year1,2020-12-08,"Department of Tumour Immunology, Radboud Institute for Molecular Life Sciences, Nijmegen, The Netherlands",104,1666,13,5.0
10.1101/2020.12.08.415562,biorxiv,1,cell biology,NP,2020-12-10,Allen Institute for Cell Science,102,1654,42,
10.1101/2020.12.09.20246736,medrxiv,1,hematology,year1,2020-12-11,"Public Health Sciences Division, Fred Hutchinson Cancer Research Center",112,1926,44,7.0
10.1101/2020.12.09.415323,biorxiv,1,molecular biology,NP,2020-12-10,"University of California, Los Angeles",69,1050,10,
10.1101/2020.12.09.417287,biorxiv,1,cell biology,NP,2020-12-09,University of Warsaw,121,1172,11,
10.1101/2020.12.09.417378,biorxiv,1,cancer biology,NP,2020-12-09,"Hertie Institute for Clinical Brain Research, University Hospital Tuebingen, Eberhard Karls University Tuebingen",85,993,19,
10.1101/2020.12.09.418012,biorxiv,1,cancer biology,year1,2020-12-10,Dana-Farber Cancer Institute,120,1385,21,21.0
10.1101/2020.12.09.418624,biorxiv,1,genetics,year1,2020-12-10,Kansas State University,111,1655,9,6.0
10.1101/2020.12.10.419077,biorxiv,1,bioinformatics,year1,2020-12-10,ETH Zurich,49,1106,2,0.0
10.1101/2020.12.10.419150,biorxiv,1,plant biology,year1,2020-12-11,University of Cologne,93,1231,5,3.0
10.1101/2020.12.11.420000,biorxiv,1,synthetic biology,year2,2020-12-11,"Massachusetts Institute of Technology, USA",86,1160,11,3.0
10.1101/2020.12.11.421214,biorxiv,1,neuroscience,year2,2020-12-11,University of Maryland School of Medicine,149,1505,13,2.0
10.1101/2020.12.11.421701,biorxiv,1,physiology,year1,2020-12-11,South China Agriculture University,107,1958,8,0.0
10.1101/2020.12.11.422261,biorxiv,1,genomics,NP,2020-12-12,Christian Medical College Vellore,133,3184,9,
10.1101/2020.12.12.422520,biorxiv,1,developmental biology,year1,2020-12-14,Institut de la Vision,104,1020,7,10.0
10.1101/2020.12.13.422549,biorxiv,1,genetics,year1,2020-12-13,"General Medicine and Metabolic Diseases; Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy",138,1887,19,1.0
10.1101/2020.12.14.20247874,medrxiv,1,infectious diseases,NP,2020-12-16,"Department of Bioengineering, University of California, Berkeley, CA",40,1204,19,
10.1101/2020.12.14.20248169,medrxiv,1,infectious diseases,year1,2020-12-14,"Institute for Medical Microbiology, Immunology and Hygiene, Technical University of Munich (TUM), Munich, Germany",100,1409,12,9.0
10.1101/2020.12.14.420539,biorxiv,1,cancer biology,year2,2020-12-15,MSD,65,1547,17,2.0
10.1101/2020.12.14.422641,biorxiv,1,genomics,year2,2020-12-14,University of Tsukuba,95,1198,22,3.0
10.1101/2020.12.14.422665,biorxiv,1,immunology,year1,2020-12-14,Centenary Institute,119,2288,8,6.0
10.1101/2020.12.15.421271,biorxiv,1,genetics,year2,2020-12-15,"Arthropod Genetics, The Pirbright Institute, Ash Road, Pirbright GU24 0NF, U.K",84,920,9,5.0
10.1101/2020.12.15.422912,biorxiv,1,neuroscience,NP,2020-12-15,Harvard Medical School-Boston VA Healthcare System,91,983,8,
10.1101/2020.12.15.422970,biorxiv,1,bioengineering,year1,2020-12-16,"RNA Therapeutics Institute, University of Massachusetts Medical School, Worcester, MA, USA",93,1119,12,45.0
10.1101/2020.12.16.422851,biorxiv,1,cancer biology,year1,2020-12-16,University of Pennsylvania,105,1166,15,30.0
10.1101/2020.12.16.423021,biorxiv,1,cell biology,year1,2020-12-16,Imperial College London,92,1643,7,3.0
10.1101/2020.12.16.423022,biorxiv,1,systems biology,year1,2020-12-16,University College Dublin,90,1024,5,10.0
10.1101/2020.12.16.423115,biorxiv,1,microbiology,NP,2020-12-16,Ecole Centrale de Lyon,71,1675,6,
10.1101/2020.12.17.20228593,medrxiv,1,infectious diseases,year1,2020-12-19,Dartmouth-Hitchcock Medical Center,82,1821,3,8.0
10.1101/2020.12.17.423314,biorxiv,1,genetics,year1,2020-12-19,Penn State University,94,1386,6,0.0
10.1101/2020.12.17.423365,biorxiv,1,genomics,year1,2020-12-18,Garvan Institute of Medical Research,97,1396,3,1.0
10.1101/2020.12.18.423329,biorxiv,1,molecular biology,NP,2020-12-19,"Sanquin Research, and Landsteiner Laboratory, Academic Medical Center, University of Amsterdam, The Netherlands.",74,1982,8,
10.1101/2020.12.18.423425,biorxiv,1,biochemistry,year1,2020-12-20,Huazhong University of Science and Technology,74,1233,8,5.0
10.1101/2020.12.18.423452,biorxiv,1,cell biology,year1,2020-12-20,Vanderbilt University,80,1163,5,1.0
10.1101/2020.12.18.423466,biorxiv,1,developmental biology,year1,2020-12-18,The Francis Crick Institute,82,1485,4,4.0
10.1101/2020.12.18.423506,biorxiv,1,systems biology,NP,2020-12-18,The Pennsylvania State University,85,1082,4,
10.1101/2020.12.20.423710,biorxiv,1,genomics,year1,2020-12-21,"Fred Hutchinson Cancer Research Center, Seattle, WA",85,1600,6,13.0
10.1101/2020.12.20.423718,biorxiv,1,cancer biology,year2,2020-12-23,University of Bergen,91,1281,9,3.0
10.1101/2020.12.21.423730,biorxiv,1,pharmacology and toxicology,NP,2020-12-22,University of Cambridge,116,1100,7,
10.1101/2020.12.21.423781,biorxiv,1,molecular biology,NP,2020-12-21,"Center of Life Sciences, Skolkovo Institute of Science and Technology, Skolkovo, Russia; Fomin Women's Health Clinic, Moscow, Russia.",84,989,11,
10.1101/2020.12.21.423798,biorxiv,1,biochemistry,year1,2020-12-21,The University of Texas at Austin,73,1082,4,1.0
10.1101/2020.12.21.423852,biorxiv,1,bioengineering,year2,2020-12-22,Center for eye research australia,150,1791,8,3.0
10.1101/2020.12.22.423908,biorxiv,1,developmental biology,year1,2020-12-22,Koc University,89,1223,10,1.0
10.1101/2020.12.22.423923,biorxiv,1,bioinformatics,year1,2020-12-22,"Institute for Cardiovascular Regeneration, Goethe University Frankfurt",73,923,6,1.0
10.1101/2020.12.22.423985,biorxiv,1,immunology,year1,2020-12-22,UCSF,57,1097,6,3.0
10.1101/2020.12.22.424012,biorxiv,1,immunology,year1,2020-12-23,Institut de Génétique et de Biologie Moléculaire et Cellulaire (IGBMC),106,1701,9,13.0
10.1101/2020.12.22.424019,biorxiv,1,synthetic biology,NP,2020-12-22,New England Biolabs,45,873,4,
10.1101/2020.12.22.424058,biorxiv,1,biophysics,NP,2020-12-22,Purdue University,70,1229,5,
